id,forecast_ele_bill_next_01m,forecast_ele_bill_next_calyear,forecast_ele_bill_next_12m,forecast_consumption_ele_next_01m,forecast_consumption_ele_next_12m,forecast_consumption_ele_next_calyear,forecast_discount_value,forecast_meter_rental_next_12m,forecast_price_period1_ele,forecast_price_period2_ele,forecast_price_period1_gas
edf2cd2a72c7580316380437097c19cc,,,,,432.54,0,0,0,0.142065,0,44.31137796
f18072485ac6f9c2e169ba1a58e50288,,,,,889.69,996,0,132.11,0.1169,0.100015,40.606701
f180823219633b0aa1bf6912b1c31518,,,,,799.69,720,0,132.5,0.113447,0.097105,40.606701
7c1db878e05639cf381f3f9029889828,,,,,104.65,0,0,19.71,0.146348,0,46.30537836
f18072462c04c9974b2226bc3cae1c42,,,,,760.82,438,0,6.9,0.141434,0,44.31137796
4c119b41817e73a8f70b9f1156d3d9e1,,,,,1603.19,2156,0,359.25,0.115491,0.097963,40.728885
4b5596c1acb6d4bed1192598c59178a7,,,,,531.9,806,0,139.25,0.11691,0.100572,40.606701
f180823a1376ca527adb372341b685ec,,,,,1978.91,1641,0,131.76,0.115237,0.100123,40.606701
48e3aae20ea640e1f4a685f348da5cdc,,,,,972.77,764,0,116.92,0.115237,0.100123,40.606701
12fb0ca38d63207bc45a868be7e3529d,0,0,291.17,0,-205.74,0,0,18.58,0.145711,0,44.31137796
9be0faf44bf84ead673f11476f51b754,247.67,247.67,2568.65,121.15,1335.4,1362,0,145.37,0.100167,0.091892,58.99595196
d9a98e337816bd45ad0f6281263ea582,434.7,434.7,3642.4,311.16,2442.01,3645,0,145.62,0.113206,0.093991,40.728885
367b207793777bfa4cb584861a23e50d,0,0,1059.14,0,553.81,0,0,15.52,0.142822,0,44.31137796
143fa6f9d7d53889402359ef523437a8,,,,,-2926.69,2056,0,16.45,0.16695,0.089695,44.31137796
7eb0049eee8aca50acee0d584dc6cfa7,,,,,1490.28,1326,0,0,0.120372,0.103487,40.606701
6caadd60ac0258e2585e34bdff48cc45,,,,,5752.14,5274,0,131.54,0.115744,0.098858,40.606701
f180823b087db7bc05d79979d6e5b81f,3340.2,3340.2,37582.29,2501.31,27198.72,25068,0,145.34,0.113438,0.096548,40.606701
5eb6605a5aaf9fce19d86bafab3f50db,,,,,313.23,294,0,129.96,0.114782,0.099665,41.1052014
ee52858aa818cd189488f1450a8e5dd7,,,,,2746.3,5255,0,373.93,0.100528,0.092955,58.99595196
f18082350789a6eff5aca7aadf76a199,,,,,1701.37,770,0,12.61,0.144149,0,44.31137796
32c4f6265b26c89dfb05c54e181d5906,,,,,4668.99,4574,0,19.55,0.142417,0,44.31137796
f1807245e58b03bef60b5367c0570802,,,,,3188.45,5533,0,0,0.142819,0,44.31137796
f180823b6ee05422f6481880e1675174,0,0,1413.77,0,913.94,0,0,19.39,0.142881,0,45.30837756
22568656f89b6cb78f943712b97cafb3,,,,,868.66,1995,0,132.14,0.115761,0.099419,40.606701
b5fb3cfc10b6d663bf0bd5f94d7d5a3f,,,,,2917.87,2011,0,131.79,0.115174,0.098837,40.606701
f18072492d24ae5d19d6fc598d0aea9c,0,0,1345.48,0,743.31,0,0,24.01,0.146694,0,44.31137796
919b845726d6ced3edbb79c987756a4b,,,,,2368.17,3002,0,88.08,0.118636,0.10175,40.606701
f180724d605aa8acb2c5adbf242d56e9,,,,,394.51,398,0,144.27,0.114667,0.099548,41.1052014
e9ac2c1fe38c110e2123d7edf3a57817,-364.94,-364.94,1064.84,80.11,503.76,552,0,0,0.144328,0,44.31137796
f180724ce7779dc9caa5ea9bc9e922e8,,,,,401.93,0,0,15.09,0.144902,0,44.31137796
f180724de64175e163134619a9b84754,,,,,3682.03,3529,0,142.74,0.114667,0.099548,40.606701
f1808230a9220f646a69df4c77a9a93f,0,0,2363.15,0,1836.62,0,0,59.66,0.144149,0,44.31137796
f180724c6f89167c1eb99c965ff1a27d,,,,,2395.57,2099,0,131.76,0.115174,0.098837,40.606701
f180724b9440981b979e8e9845a5837f,,,,,154.85,0,0,0,0.167086,0.088444,45.80687796
5cfd923d1f64fef0328e4bc30b91d218,,,,,300.77,402,0,131.39,0.11286,0.096521,40.606701
edd5891506e4e72f1beb5d40fa8c854f,,,,,6571.21,0,0,0,0.115174,0.098837,40.606701
6e81f28d2f9644633e7bba760a3ad3ce,0,0,1321.78,0,688.54,0,0,17.36,0.14346,0,45.80687796
0aac0fc63347f6955f71ce8bd2332dd9,,,,,4332.73,0,0,130.67,0.1169,0.100015,40.606701
423ed1f636a09cd961f08c7d38f0cb73,,,,,14544.42,7054,0,141.84,0.109505,0.093167,40.606701
f1807243a900e8752befaae89423063d,,,,,5489.15,3870,0,357.28,0.114658,0.099545,40.606701
ec139adfd7ce273d1d9efc8a9dda4f24,,,,,3361.51,8044,0,151.83,0.11691,0.100572,40.606701
f180724d27bd8e803dd14e4f40bb8267,,,,,702.97,0,0,18.27,0.144039,0,45.80687796
f18082315023abee3d133f9c6959f275,,,,,146.01,0,0,16.32,0.147506,0,46.30537836
1a146388c11202b9785e85fc736400f2,,,,,4130.83,3749,0,132.14,0.115174,0.098837,40.606701
7e4b4fec743f75d82d4539e04ec09d9d,,,,,1614.16,1397,0,130.43,0.116908,0.100019,40.606701
20172e599a05546a3578b80ca703a7a0,,,,,279.5,0,0,15.97,0.147506,0,46.30537836
f180724327e887296aa77019b4954c6b,,,,,1694.72,2000,0,132.19,0.1169,0.100015,40.606701
f180724c99cccf3de0a55f5578a046d5,,,,,11186.26,14435,0,142.63,0.114008,0.097123,40.606701
f180823bf181abb90c73272e9d23b6f9,,,,,996.96,0,0,17.44,0.145711,0,44.31137796
f18082370d26b042830c6b746f5ff077,,,,,293.35,0,0,15,0.145711,0,44.31137796
222687467d3b680113c888de7161310f,,,,,11929.97,10137,0,357.54,0.095022,0.086748,58.99595196
f1807249304c40d65d2695d4f055a3d5,,,,,1021.84,903,0,0,0.118065,0.101176,40.606701
f18082308c71e940a19496b078df652d,,,,,303.09,0,0,16.79,0.146694,0,44.31137796
611cffe5f809d78f69cfb0afa2837e35,,,,,936.93,0,0,23.53,0.145711,0,44.31137796
abe2a2f9cbc15caaebc51b9037c7cf6d,,,,,7774.73,4320,0,132.58,0.111125,0.094787,40.606701
f1807247b4b0c82ef40b3fd44682f6db,,,,,411.43,126,0,0,0.115753,0.098862,40.606701
24eeeace15ab44d920f9b08a221147bd,,,,,720.4,0,0,18.32,0.147506,0,45.80687796
fcf1d61058229c4896bee4fb329d2e7b,0,0,1715.74,0,1334.29,0,0,0,0.140621,0,44.31137796
69eba8bc42088dc5782090e791994041,308.6,308.6,2627.12,165.36,1217.43,1219,30,146.24,0.157877,0.135732,41.1052014
f1807241b7996bcb16757df4bb0d6b9d,0,0,710.08,0,341.84,0,0,15.51,0.145884,0,44.31137796
8e3c45241674494469a9228749d949d3,,,,,342.11,0,0,15.98,0.146694,0,44.31137796
f180724cff8874ee4863db3581bbcd16,,,,,466.55,524,0,131.76,0.1169,0.100015,40.606701
f18082376f511095d9f460733efd40d7,0,0,729.02,0,252.47,0,0,18.27,0.142822,0,44.31137796
0f48c9524f5f7030abf45244fcc22e1a,,,,,1505.41,1561,0,129.61,0.1169,0.100015,40.606701
c409748ecc713e94275dc7fc9c3cff1d,,,,,1096.17,0,0,38.08,0.245926,0.168032,53.28437796
91a2180d1886ed8e5b6c9068739dcfea,,,,,243.91,0,0,17.64,0.14346,0,46.30537836
7e8b36e32fe32245aca861f6490abf51,,,,,1476.64,4409,0,17,0.16695,0.089695,44.31137796
f180823b351412508bbbcb9453bf0923,,,,,1032.17,1172,0,16.15,0.161743,0.083849,44.31137796
ab979aec7c6b0517cf469348c26001eb,,,,,3430.08,2485,24,153.15,0.15441,0.130525,41.1052014
f180724c81fe0f148a6660e2adf3d394,,,,,470.65,376,0,16.31,0.145711,0,44.31137796
52dee3a15e556e8138ef2e8e7e90177b,,,,,616.41,346,0,29.48,0.145711,0,44.31137796
4b9e4222115ef3518a82aace759db8d4,,,,,18979.19,10865,0,359.32,0.095919,0.088347,58.99595196
1f5888f24ad3a752f641514a3f0411ef,637.9,637.9,6224.55,524.45,4931.85,5894,0,145.7,0.115744,0.098858,40.606701
f2a7d63b0204b0d5ef92adab779bfed4,,,,,343.99,0,0,16.48,0.145884,0,44.31137796
437b009c0c4876f9c83faea0be0b600f,,,,,612.56,0,0,16.52,0.144038,0,45.80687796
5e2c58176362d9f81c0e4aca63c32ee9,,,,,327.76,0,0,16.71,0.145711,0,44.31137796
f9ae8b3e906ced227d10dab7cfe321ff,0,0,0,0,0,0,0,0,0.143601,0,44.44470996
674b4a8055d97c11e16633883443262a,,,,,2459.33,4127,0,156.94,0.115751,0.098862,40.606701
1ff49750a619fcc64c6ce379210823b2,,,,,756.26,449,0,29.16,0.145711,0,44.31137796
f18072495f33205bf80b784ef3c03077,,,,,1088.17,844,0,16.13,0.166699,0.101437,44.31137796
51330d4b9737c4582acfe0e2fa95814d,1111.07,1111.07,13870.18,815.16,10511.53,8812,0,143.81,0.111694,0.094808,40.606701
85ad93ce0d6bf985615ad44504ae7df9,366.37,366.37,1331.23,268.87,844.82,2370,0,16.59,0.167086,0.088444,45.30837756
eba1db81c6de3b4fe746dbd0d5b330ec,,,,,876.68,0,0,16.02,0.142649,0,44.31137796
f1808239c2869f87c0d13a96c88e00d1,,,,,575.92,221,0,18.32,0.237776,0,44.31137796
f180724216f97fa85aa174e1ec08c3d2,1116.7,1116.7,8083.38,766.66,3814.92,9112,0,144.44,0.108817,0.092476,40.606701
ced541627c502553b7d972348de4dca6,,,,,1790.78,1820,0,16.43,0.164057,0.086803,44.31137796
f180724c4ef8fb4c58f6840f03c0bf92,,,,,2111.22,3464,0,132.66,0.120372,0.103487,40.606701
f180724286234cad3d6506e3020da6b2,0,0,881.61,0,416.91,0,0,71.37,0.142881,0,46.30537836
f180823bf595793efd4a89af9967240b,1672.71,1672.71,9922.57,1579.13,9295.19,15194,0,43.42,0.162033,0.084138,44.31137796
f1808230a92d9f2d972d2679bb32860b,,,,,4132.9,6334,0,151.44,0.114667,0.099548,40.606701
f180724de1c5479788d93a5aaa868c40,,,,,650.23,0,0,0.97,0.144039,0,45.80687796
f18072484080adc573aef6453c806ba2,789.88,789.88,10476.79,294.01,5286.7,3604,0,349.94,0.097634,0.090062,58.99595196
68e92ef4a9cd26f069c116685719c681,1687.97,1687.97,15263,1268.4,11482.54,13613,0,144.01,0.110083,0.093746,40.606701
65d49118fc56c64013c6ff483e54745d,,,,,36.53,0,0,15.2,0.273963,0,59.26637796
930ca95326eafd1f04435f32c5205ee7,,,,,885.56,1826,0,19.5,0.145711,0,44.31137796
f1808238edbd10b24bb0cce306a2f46a,344.4,344.4,6313.65,190.81,4046.16,1906,0,161.71,0.11536,0.100243,40.606701
cc3e8c7b757e77e79c43187ee99b38ed,,,,,7078.2,8559,0,29.96,0.116902,0.100015,40.606701
147d11ecb7a6aedbf12efb985a27ad0a,,,,,1021.73,0,0,15.9,0.144902,0,44.31137796
f180724c2641058211b68b801e75c6ab,,,,,466.7,0,0,0,0.145711,0,44.31137796
52fa5c59a0d14a486943f2258c7b8cdd,0,0,1240.86,0,853.78,0,0,10.19,0.144902,0,44.31137796
2ea37a0cf91641532b8729dbf7b04107,,,,,5305.09,6505,0,16.38,0.164057,0.086803,44.31137796
f180724c1a71a2397abea55550b5b946,,,,,4989.01,4813,0,131.77,0.113323,0.096984,40.606701
750f2b4872b8659008ffb1f5bc059c9f,,,,,267.63,315,0,14.23,0.145711,0,44.31137796
ce297de7d476868af28993841f3c70e7,,,,,1267.88,2125,0,145.53,0.102241,0.093198,58.99595196
107dd4316cb09f647644a422be81842e,,,,,630.28,703,0,18.62,0.144039,0,45.81137796
6dda5ad3258a305c95a4720e4b536d50,,,,,710.19,0,0,16.8,0.142065,0,44.31137796
fd32c2dc4a4dc805430510079733a7b6,,,,,233.31,358,0,16.25,0.143459,0,46.30537836
5665d3e90ebdddbba23527e859fe7590,,,,,861.48,0,0,16.01,0.144902,0,44.31137796
6b74dbe7a0115c5b11666e3bdc337537,,,,,2611.64,0,0,120.78,0.114603,0.098261,40.606701
f180724a02d33b9f5ce833c97eb3876d,,,,,2090.01,0,0,0,0.143166,0,44.31137796
7dcf78a527dee93a76199242d63bf03e,,,,,25.04,46,0,131.76,0.1169,0.100015,40.606701
e17565af1a1d3b651e7199aab2dcae8f,,,,,48.63,0,0,4.31,0.165794,0.087899,44.31137796
5a8343ef2832a73e981b4a1e12d428a2,,,,,3064.07,1360,0,0,0.115182,0.098841,40.606701
f180823fb2ce50e4503be4509be93a23,,,,,883.53,0,0,19.7,0.141083,0,44.31137796
2246d13a48b81ac0e82e405ffde87d2c,,,,,230.4,0,0,19.83,0.245926,0.195975,53.28437796
f3a4ae77c8bb6dd79c6bb5756385e98b,0,0,418.27,0,18.54,0,0,17.59,0.138765,0,44.44470996
1357e242459c869682f2b68489dbbb26,,,,,1049.54,450,0,17.77,0.147506,0,45.80687796
f1808237d686887751ef49a60a6e759e,,,,,1206.81,0,0,39.74,0.162905,0.085006,44.31137796
f180724c9a5972069d573eeb0a40eb5e,,,,,180.42,0,0,19.55,0.144902,0,44.31137796
f1807242ccf42aeca517293914dbab5a,0,0,2328.15,0,1815.53,0,30,19.44,0.19923,0,45.80687796
f180823a2d2c0e3ff622f31ba976c16c,,,,,232.94,149,0,13.24,0.146694,0,44.31137796
9d5d72bdbd50f06ce4c175926dd27278,,,,,244.87,195,0,0,0.115182,0.098841,40.606701
0515f4f29730d0abf7f07a16b29f2c88,987.56,987.56,11470.79,605.87,9273.17,5790,0,146.35,0.111888,0.096772,40.606701
f180724af51bd0f76441d5c3354cce2f,,,,,1051.39,780,0,131.76,0.115174,0.098837,40.606701
d26bcf1a3e3f6252b9812903f402dcf1,,,,,853.4,0,0,17.35,0.145884,0,44.31137796
f180724ad0cd721723d8fe73e166335d,,,,,15349.23,12645,0,346.48,0.095558,0.087283,58.99595196
f180823909edb05888d023b12cc75be0,,,,,476.23,180,25,13.78,0.183037,0,45.80687796
f18082335156dd16a380c7c1b77d1a9b,461.16,461.16,4117.67,317.02,2325.7,3806,0,146.91,0.100167,0.091892,58.99595196
a69937584504055f557c57e6f48086d5,,,,,10918.27,8185,0,142.63,0.114008,0.097123,40.606701
d2d4a6a0f86ea2362f6aa18e94796716,441.02,441.02,5770.68,293.54,4145.62,2946,0,143.07,0.115237,0.100123,40.606701
f1807240c4fff73bf5529077588adee1,,,,,-10070.52,0,0,1.09,0.145711,0,44.31137796
f1807242e88a14f3fd08200b685ec1da,,,,,753.1,694,,13.91,,,
f180724233fd274417d1fef3f57ded42,227.9,227.9,1203.51,120.04,581.83,821,0,19.05,0.144328,0,44.31137796
7164c812aa6dfe77142b00e6a6ed23d0,,,,,4020.71,4293,0,117.27,0.115751,0.098861,40.606701
ea085bf43fb5807e0fe21244c5510814,552.64,552.64,5940.38,358.5,3975.87,3585,0,146.92,0.116509,0.101397,40.606701
ce80d534b734976f6f0efdf06a57d266,,,,,1731.01,1054,0,132.94,0.116509,0.101397,40.606701
f180724c03aaba14506ae2239aa8f832,,,,,1204.76,0,0,17.58,0.14346,0,45.30837756
f18072476b8c66af46339173a10ef565,,,,,345.57,0,0,139.07,0.146348,0,46.30537836
f180823c31bd526c120d716e364ca938,,,,,179.24,213,0,16.57,0.142881,0,46.30537836
5eb23cb2cf054c74b5a45459db0e77dd,1305.88,1305.88,10396.59,1195.08,9697.84,8353,0,18.06,0.141434,0,44.31137796
2070fd3be0a0d0a9e4c118f0d7913f38,,,,,644.21,0,0,19.97,0.142649,0,44.31137796
b4c154ed34b936656dc9616d7d604175,,,,,2149.53,998,0,15.08,0.144149,0,44.31137796
f18082395b6ef6045a9f86d84859d2e6,,,,,997.46,903,0,0,0.116509,0.101397,40.9390266
f180724864b3f5ca8d44346b79d93e4a,,,,,303.93,262,0,131.73,0.11691,0.100572,40.606701
2f52ef4f444bb56552c75ad3cb4385f6,,,,,327.22,271,0,131.76,0.115761,0.099419,40.606701
e3b14dd5711a8280de4dbccaa994d85f,,,,,2126,888,0,17.28,0.167086,0.088444,45.30837756
f180724d22805cc35cf331aa41d1d3a8,339.6,339.6,3146.98,118.4,1170.81,1288,0,132.03,0.113215,0.094022,40.728885
7b28b501901c22e0f5edb0d2853a2e34,956.4,956.4,6920.93,706.44,5243.44,7002,0,142.35,0.115174,0.098837,40.606701
f180724451e577c0aef43e6b4c410fe1,,,,,2250.38,2370,0,131.76,0.1169,0.100015,40.606701
f1808233cd403b9ccce359b055c46003,,,,,1344.46,1433,0,13.75,0.145711,0,44.31137796
46bef0c508e57d68a21e96dfbdc13555,,,,,223.16,0,0,38.41,0.165794,0.087899,44.31137796
2d6667af294a01e8fdec64251e4d3e10,122.58,122.58,1688.65,16.26,507.18,166,0,144.84,0.115174,0.098837,40.606701
f180724ff2f98f8b8365d60028adeb29,,,,,307.92,201,0,18.31,0.147506,0,46.30537836
bd3b52dc37ed012f06714d50449bda4c,,,,,302.04,0,0,5.26,0.146348,0,46.30537836
b75de55acf9741e1934e245429450cdc,,,,,1015.6,990,0,131.38,0.116509,0.101397,40.9390266
f180823d2d8bed5f78d4b8d6c066e320,216.08,216.08,841.16,121.8,377.58,851,0,17.88,0.141434,0,44.31137796
f18082356c376b382c0a9f8b034eae40,,,,,2192.96,0,0,-0.5,0.143575,0,44.31137796
f180823ae0744146d28c22a1f011d7f3,,,,,4787.45,2416,0,129.03,0.1169,0.100015,40.606701
f18082388b30d66351723278a1cccee1,,,,,271.12,139,0,20.4,0.142881,0,46.30537836
f180724a5425295097eff4892f406b3c,,,,,253.72,0,0,15.87,0.14346,0,46.30537836
95e0f7d06a3ed262ad30caa1fd2f152a,,,,,716.59,416,0,137.32,0.1169,0.100015,40.606701
f18072429996ceb6f967c4f8e447bb7c,,,,,2183.39,1921,0,132.55,0.115174,0.098837,40.606701
df52a3e2544ab109c704c309e4e83c0e,,,,,4941.57,3536,0,132.4,0.113323,0.096984,40.606701
ebcae6694b881edb487625b7c1a7b471,,,,,850.83,492,0,13.75,0.142065,0,44.31137796
f180823bd5d58390c86e7b3df83b63e2,183.45,183.45,1405.46,103.55,949.41,921,0,15.61,0.164637,0.087381,44.31137796
f180823d1e7f8716102fbafd80ee5feb,,,,,4518.07,0,22,8.27,0.229272,0.116714,45.80687796
0896e6299c4994b2cddb429eed392986,0,0,857.12,0,460.68,0,0,16.38,0.144902,0,44.31137796
a8909ca0c4a85f075fc91b55a68cd11c,,,,,38.79,0,0,88.24,0.1169,0.100015,40.606701
97bd2fcf84121d56e308afe631a1a84c,0,0,900.68,0,371.33,0,0,14.35,0.14346,0,46.30537836
0a96885f104ce34297db39223e4e4b73,,,,,1084.29,887,22,129.24,0.15441,0.130527,41.1052014
0a710cf16afd9afbddc9c2745a47a936,,,,,128.81,0,0,7.56,0.144038,0,46.30537836
b417045091796d0a577ee0f4155638e2,,,,,3671.89,4530,0,16.2,0.164057,0.086803,44.31137796
86a0a9fc578f2186223c9609d7ecca1f,,,,,1785.71,0,0,37.36,0.165022,0.08638,44.31137796
f180724ffcfa2e614242678d1330d052,565.64,565.64,2144.5,458.07,1506.05,3267,0,17.55,0.138765,0,44.44470996
f1808236241baf4014bd8493b192503a,,,,,7258.68,0,30,118.61,0.157877,0.135732,41.1052014
f180823f848956da8c29941a06be8640,,,,,1605.45,1211,0,18.25,0.144902,0,44.31137796
465e8b85dd1a126857917235e03a1fdd,,,,,708.96,0,0,18.37,0.144038,0,45.80687796
f9b41c0bdedf1868b72a15265d612ad2,,,,,5225.97,5816,0,132.55,0.113323,0.096984,40.606701
4f15f28c74d8aaaaa144bcaeccb1de4b,0,0,1752.53,0,668.17,0,0,132.02,0.115174,0.098837,40.606701
177f683162b6dfd8a0e1978753bcd8a2,0,0,919.84,0,515.2,0,0,19.62,0.141434,0,44.31137796
f18072476424c7366ee27af6659755a8,,,,,735.06,989,0,18.27,0.146694,0,44.31137796
f1808239c97163d8774c8022e379e0ee,0,0,2871.51,0,2446.06,0,0,10.08,0.143166,0,44.31137796
a8cd853b597c9ebdc3b61df8cee181bf,,,,,963.04,0,0,8.99,0.146694,0,44.31137796
5799cc6178974f95698e572a4a313e49,,,,,14131.8,12137,0,142.22,0.109806,0.094688,40.606701
9bebf1c713dd965cb3169c9075888bcf,,,,,1921.1,1882,0,131.03,0.112468,0.097351,40.606701
f180724ebb8ffb981b2d4bc9e0a69ae7,209.07,209.07,1176.16,145.67,688.19,975,0,9.06,0.147506,0,45.80687796
f1807248237740ba2c4abf1833cb276e,,,,,761.77,0,0,6.89,0.145137,0,44.31137796
f1808234b3b40644bc501a1fd75b8708,0,0,1141.17,0,637.42,0,0,19.65,0.141434,0,44.31137796
eda8d26f5c085bcd881d5881538335c0,,,,,4059.5,1752,0,0,0.115761,0.099419,40.606701
867379bf2ca7cc484be91e475deaa057,,,,,0,0,0,153.36,0.092453,0.086393,59.17346796
867363e7133bc250e8add7e57c2eb3ce,540.12,540.12,1240.61,422.15,638.8,2838,0,9.89,0.147506,0,46.30537836
4c903564c6cbb059ef5c82174c69794f,0,0,2092.5,0,1592.9,0,0,19.35,0.144149,0,44.31137796
f180724df2ae4ea1dfa42539298c0b22,,,,,768.69,1332,0,16.31,0.141666,0,44.31137796
d12278c96597230a6581d26a8e974c2f,,,,,590.13,379,0,131.77,0.09839,0.090815,58.99595196
f1807240ac6d9f647ecfcc3fe9419621,,,,,323.57,0,0,0,0.145711,0,44.31137796
3db28e77a15f486c7ac57ca86f06c95f,,,,,1775.84,1192,0,132.77,0.114604,0.098262,40.606701
f1807240b1475da710c462eab0cade6b,,,,,9962.17,9399,0,132.55,0.11691,0.100572,40.606701
41fa9c703bd3792c6fa897ddb0b76907,,,,,3684.3,2283,0,122.97,0.116509,0.101397,40.606701
f1808239bc4fc7d0adfb4f6e60240496,,,,,354.98,289,0,131.76,0.114603,0.098261,40.606701
e5d97b9ac6317ef2f5946d061ee8afc6,440.48,440.48,2561.62,14.62,326.27,144,0,145.62,0.120372,0.103487,40.606701
f1807245cc16189039724a2c2395bb63,,,,,58.71,220,0,16.25,0.165787,0.087903,44.31137796
f1808233e448e5d5894b5a66725fac5f,,,,,1367.15,723,0,0,0.143459,0,45.30837756
f1807249d7ea250388b181487a6c6ba1,,,,,2374.21,200,0,143.07,0.11691,0.100572,40.606701
f1807240ce91e2f307da8d99dd644dcd,277.97,277.97,2739.72,136.04,1315.2,1378,0,145.21,0.115939,0.100823,40.606701
fae42fe3b76c914a4b2215237a2d3d00,,,,,309.3,0,0,17.06,0.146348,0,46.30537836
0745867225a6a71ad6fe23527ae1cb73,,,,,586,742,0,15.94,0.14346,0,45.80687796
ffb4cc329aa82acbff38d74b64a47705,338.55,338.55,4273.45,100.92,1473.5,882,0,39.77,0.120372,0.103487,40.606701
f1807245abe08f5e9ec981fa77b82373,,,,,541.78,0,0,38.82,0.165793,0.088539,44.31137796
ac6e451ff2f4f4b4dc349528a734bc17,,,,,4086.61,5837,0,13.35,0.159848,0.072561,44.44470996
e3bcba7e19f915d253fb93228e1dc9ba,,,,,587.46,729,0,130.32,0.102772,0.093731,58.99595196
f180724f5da7eb2b52cb886e47d77781,,,,,310.61,144,0,17.7,0.143227,0,44.31137796
6a87098b219b63ff81ddfd4bb0a42f05,,,,,223.79,207,0,16.09,0.145884,0,44.31137796
f180724ad91abc730c319fe0eca58a2f,,,,,4066.13,3598,0,143.13,0.115237,0.100123,40.606701
f180823887936971f30791f2026c8ec9,,,,,425.87,0,0,143.5,0.114667,0.099548,41.1052014
f180823b9939b9e0c9eaf9e3c4ba43f8,0,0,2536.37,0,1202.77,0,0,131.6,0.120372,0.103487,40.606701
f1807248efe5e9cd9023a92c9298aecc,,,,,566.16,754,0,129.6,0.11634,0.099998,40.606701
43c92d3e99dbe8a2f14b305edac44c31,,,,,4.67,47,0,95.74,0.11691,0.100572,40.606701
f1808231208d9fc4553d611ccb17a9ac,490.76,490.76,3404.74,353.94,1982.58,3535,0,145.4,0.1169,0.100015,40.606701
f180823c1b1ab77171bd625eccc00e98,,,,,7567.42,5785,0,129.59,0.114481,0.098142,40.606701
ab0abb71c25fea963d0a732e397e76a7,,,,,1212.82,1259,0,142.61,0.1169,0.100015,40.606701
f180724db2d0f5411966b314fd877a9c,,,,,1868.8,0,0,0,0.163483,0.086226,44.31137796
053c4cf1b1ff8691a4730da4dc1a8dd5,,,,,5672.3,4071,0,131.02,0.109807,0.09469,40.606701
f1808239bd340a7fcf6fa871d9833572,,,,,9465.46,0,0,132.4,0.114017,0.097679,40.606701
f180823ec13c254fa792e167e1380f38,,,,,3331.88,1540,0,129.6,0.118636,0.10175,40.606701
f1808235c32a5e8ebb3f3c50e0313d1d,,,,,1267.31,1665,0,131.76,0.115174,0.098837,40.606701
41e52907c75e443716fb8e854fe6b6f4,,,,,1337.12,1276,0,16.45,0.145541,0,44.31137796
d415b04fd1ff9ab286dd1cac3a6623d6,1304.8,1304.8,23308.57,977.81,17179.57,10609,0,145,0.111701,0.094812,40.606701
9e239fbbf590ee7aab8e350cb1b84c12,,,,,417.42,0,0,11.94,0.165353,0.086709,45.80687796
21e27020a298626d76f7e1efc45343e9,0,0,720.68,0,358.17,0,0,16.48,0.145711,0,44.31137796
f180724898dbc4b1b043f5a8577eda64,,,,,326.21,0,0,13.8,0.237776,0,44.31137796
d8ef746f686ac16c2857a2f0b4e0a24b,482.65,482.65,4719.96,345.65,3555.75,3807,0,148.16,0.111195,0.096077,40.606701
f1807245b43d54e75dfabd09096bf4de,,,,,709.15,1023,30,16.59,0.211224,0.107378,47.30687796
5259546cfb2896d8b18fcca670764e8c,,,,,2755.69,6710,0,137.91,0.115174,0.098837,40.606701
f180823f3bb410e181d62e81b9d29c67,379.73,379.73,3501.31,227.51,1914.56,2289,0,144.44,0.11536,0.100243,40.606701
f180823c25857d07563e4ae2ac19a74a,,,,,2300.64,2500,0,142.62,0.11286,0.096521,40.606701
f180724e09829b0e7573264a26bd9918,402.42,402.42,1654.02,110.15,467.94,1101,0,154.22,0.120372,0.103487,40.606701
73db8260ef70d1a3941c6492866b0a74,,,,,1640.2,981,0,9.7,0.144631,0,44.31137796
5fab725f9d7a5c6d09b0a273f2ba7978,,,,,2022.04,2098,0,0,0.140912,0,44.31137796
f1808238296b0b72e5532aeae910f884,,,,,1165.6,1030,0,131.93,0.11286,0.096521,40.606701
f180724a27126322a2f7ecd3cffe5a7d,,,,,10105.55,12571,0,359.25,0.113323,0.096984,40.606701
f6a3115b0c1dd2005b965a734c4fd397,,,,,1491.78,0,0,131.76,0.119222,0.102333,40.606701
f1807242197ae20c9ceccb52fe2e57a6,,,,,4625.4,0,0,10.88,0.162033,0.084138,44.31137796
f1808239d7ea250388b181487a6c6ba1,,,,,2374.21,200,0,143.07,0.11691,0.100572,40.606701
3889a5edd002534542abdc030c6af306,,,,,991.92,0,0,16.07,0.16522,0.087321,44.31137796
8d63a3699e8cb8653956e7ef7abc053b,,,,,1589.03,1880,0,158.75,0.11286,0.096521,40.606701
f1808239a722a224b04f5bc10287f554,,,,,2360.26,0,0,63.71,0.142819,0,44.31137796
c0108757957b68a4bb778b25725f0382,891.5,891.5,5135.6,0,0,0,0,146.6,0.120372,0.103487,40.606701
c767012dd3c2d7e4e459260f194a8bc2,,,,,1853.99,2491,30,18.32,0.195185,0,45.80687796
f180724bc2a4a55267f560b4bf31a2de,,,,,2996.73,2502,0,129.25,0.1169,0.100015,40.606701
f180823c9f691c0e1cb8087b50cabad5,,,,,137.37,0,0,16.27,0.146694,0,44.31137796
f180823f5b7fe7d5cae41b0f675b4dea,,,,,1876.45,2228,0,143.45,0.110616,0.0955,40.606701
