id,obs_consumption_ele_last_12m,obs_consumption_gas_last_12m,obs_consumption_ele_last_01m,current_paid_cosnumption
23d6295a664b75758135562b03e6a583,11923,9826,0,0
f180823d5ca5986a3db70517dd5fb302,-32795,0,-1815,164.03
f1808230cea4fff5220119051da6f617,-6772,0,0,0
0c0ed27696cfae9c35b59413741b8426,59241,0,4154,408.87
f1807243d4410f26dc37731ce9b795e4,-6082,0,-480,46.02
f1808230030bd55614c2c5e693e04b64,-963288,0,-54281,0
f180724d0fef4f62ba067d0a0e976483,-105282,0,-15132,1420.16
a4b3aeb821a5bcbb39fb865b75a860a3,47647,0,0,0
c411de21e070e31aca2492023ec71cdc,125886,0,892,0
ac9268d5193ab00bd6a1fb73634a5178,2890,0,0,0
9663a9665aa74b121e0003846a37fb48,168692,0,17384,634.43
c8e242dc8cded17d5f8237373b03acc9,94159,0,4034,369.18
f1808231eb6d6268118c75576a55f49a,-4664,0,0,0
f180823d0a6f71671571ed83b2645d23,-7223,0,-181,15.94
f180823e5589f4f7d8ed74c47ddd700e,-43086,0,-3192,330.52
3d92171943e9fbd532dbf945106ed35b,2574,0,0,0
f180823f37824cf7b8bf0293d996d5cb,-14468,0,-555,72.17
f180823e0086b495fccc66da55125c22,-23670,0,0,0
e78e24654b9994e4b8d0d5a8f4e16ae3,57604,0,4286,413.05
f180823508da05278895158f5ae383d2,-21814,0,0,0
f18072409f336cbaae45dc1d95fa17cc,-6073,0,-1201,176.14
d91d4b0ffabf81353329a54e0d80a449,13178,0,950,93.35
f1807243656e62afc868ccc26536fb69,-3636,0,0,0
e22a17c8e55d4b8a415b63c29507b764,1722179,1192414,181187,1275.68
c103c52e62716826200bffd1e93315f9,7231,0,871,129.22
f1808230f26ec5c55b16341d7f9d7ac4,-9142,0,-77,0
4467f80f9ad2d4f6aadff5bec71d58da,10895,0,1789,264.74
5f11bdce010d0f7c7f79d97a1b0dde4a,2010,0,171,40.86
f1807240be4e7bb485a34e53c3b7cf56,-9903,0,0,0
073a4deaf790d32dd8c30483aa31fb0d,80680,0,0,0
f180724540010d89df4904bea52b458b,-9917,0,-2241,271.28
f1807247457d125a702711b9c8efd54e,-29566,0,-3258,331.45
517f4394adbd0dce1d4ad9eb7b21366a,67312,0,4789,384.65
a534ac62e45bb282cc2e1fcfe1e730bc,91531,0,2482,0
187c11a5cfd44cb9d003e695472dab4d,47613,0,0,0
f1807243d22f293745a0222d0b2d4223,-12195,0,0,0
41b15123b888f022ac9ce0351afd3a88,19344,0,4942,594.46
518728b2248d80f0b28eea8548328ceb,10180,0,0,0
c8e44781cf503ca69157b5c8474d5565,6176,1270,707,63.7
f180823d00c79188d6d8d89fa3ac9d92,-2835,0,0,0
2a27c7712e7ec624d300bbe0aa286673,42625,0,1248,40.35
f60128fd634ec26f9d8ed2a62f26a54e,64541,0,0,0
8ba9fef360b8d8e4e1b77931b51be08c,2940,0,0,0
f180724bb7861ac07381c7ea6176bc3b,-2683,0,0,0
f18072415e0db12cbbd8a76a03762669,-11658,0,-21,0
044a84590dc1cffe283de7837d7d4ce1,5352,0,168,22.42
207e7319fb5e5a4c4892c07099f551e7,3712,0,0,0
f1807240da84f02a92c5d9fd9bd4228b,-3630,0,-479,70.15
f180724fb2fcf6df4709b28b5b0721bb,-20666,0,-677,0
f1807240799355fcd99f2e099581721d,-2170560,33185,-230072,576.42
97534fd78fffd01cec6bf6c3daafc404,5835,69107,3318,14.62
d696355c3868f5ede7b8f77e3c869622,392524,0,41439,0
3471c29e2ee731f69d25d508cdfeccb1,936,0,100,10.15
23d897c5633074380c1d049e0b95a757,27154,0,2534,62.96
fffe4f5646aa39c7f97f95ae2679ce64,32066,2916,4879,487.59
f1807245abc3b12d37e40eaa7334bef4,-1346,0,0,0
f180724c4c31aab408068ae432f2b369,-12222,0,0,0
f1808234d8d2435c2d3ba2ae0d531c07,-10682,0,0,0
12163f678266bc16b1534d179e37b470,3859,0,258,0
f1808239f14d1d963e9d95295a858599,-22201,0,-3378,0
aec0fcbfa74a04a5ffb61df9185a33d7,1500,0,0,0
a956e7ddc069887fa85ed8eea869dd8c,3521,0,352,33.86
f180724780c8cf1044b00012d1ba6627,-38909,0,-4625,865.7
46de30d48504b84b924b287304e7c87c,54577,9947,5353,513.98
f180823f88ca4e625cf7f9a5d0ee84dd,-44211,0,-3662,0.51
f1808237b2bc5d791ce567b81656a8cc,-16222,0,-1468,147.79
f1807248f9e861d35907c6e0c0613a8e,-6035,0,-579,58.45
f180724eb3f3d81124e6bee0efd8648f,-4406520,1337056,-507598,688.62
35769856df59afe188951058873a1966,860,0,0,0
f180823d9ec6d39798201effcfbec598,-24836,0,-4485,743.98
0781d968c944a3aa63bb504df5857264,14364,0,1112,108.58
f180724c31d4f9bf51f2613bac34b633,-4057,0,-342,33.62
a448fe424ac7ec3d61b73d0ff53e6fed,137137,0,20475,985.54
f1808230627d577c54d5e1f44acc1ec2,-10224,0,-999,147.45
f18082326acec8d94b39ebe8b5645eb4,-49280,0,-2223,121.98
240e4b4d55561b441cb3e719b2e54930,5100,0,0,0
8cba4da54d6304085d3f6bdda2ac71d4,18814,228442,597,29.97
c0ecf9b7cf7844bf36fd055a8e6addd2,896857,0,113068,25.69
f1808233c9265a9ff0ea53af8d12ddab,-1662549,0,-106463,69.57
b210969086c0b76b23f3477cf266bab0,14184,0,1395,144.82
c25857d07563e4ae2ac19a74a5482c9c,2019090,108952,251591,245.36
f1807249db4a1b37fb5450a4ad952943,-29715,0,0,0
5c08ec0dc8307c7ca473f025f3733c6b,25813,0,0,0
f180823e7e4d7d13616807d10b0048a2,-172925,327544,-13737,1345.86
f1808230d0baf612b91e9894bdfdadfa,-177468,30731,-18124,678.21
f180724c34eb9e03cd2df03a964809e0,-213732,0,-19008,0
f180823a58812ee88f4a96612a63799a,-11972,3660,0,0
f1807245bd2f0dbf0e8ee246e777d1bb,-24259,0,-1556,157.64
f180724e0d3208969789713e0c9faf6b,-325741,1477,-10845,0
f180724b91e56d63d5c44fd0ede94df1,-15695,0,0,0
f180724b0532d209820cddaabce038ae,-8000,0,0,0
616018ccf121480488737b3823361d1a,4043,14289,357,35.61
f180724b567568d9389c5f4197b404da,-718782,0,-38979,473.55
27841284c29697854890a870e71dc533,53591,0,10277,776.37
d211ee79b82ebb5bba01cd2ca0317f91,4983,9751,607,69.55
f1808235e2fe869366dd31102f5d34dc,-218350,0,-14524,1318.54
f180823f6a190de48cb4c5900dcf274f,-324678,0,-55400,0
093fe87a2118c1011f4613dda319a096,10267,0,1490,146.67
dfe399cc7514561a67fa4ebe3df19d3b,18153,0,3801,50.07
0fa9a2d72ee47f5bf3c203c13397869d,8115,0,0,0
5312606ee5ca3fd2af37541512f8b4a6,11618,0,3815,365.78
44d3575a5c48ff74ab997f131f2809b7,32208,0,4489,447.6
0bdfd2c399281ca44bc8c9fc0a365eec,883,0,301,42.91
f1807246bda51ebae83201225a1b1153,-24338,0,0,0
4a258d79a4862d37a3937fdb0711e4e1,34072,0,3175,105.58
f180724b474f8ce3f397c1ad41fc13af,-94698,460207,-11419,1094.83
f180823dd91cb257c9b4bddf3e575ea7,-5541,0,-1167,172.25
f180823c9be1552a775b57a4b204bbaa,-10435,0,0,0
b78a3b372656442108a7487ba0f00467,99407,0,13811,371.36
27e6a359d691673ca909663895ccd42b,27423,0,3016,436.32
f1807243463268221198fcb13df4b43b,-25463,0,-3882,563.07
8c4188a10cdc7646a25ea31d00e083f5,4392,0,0,0
f18082346de30d48504b84b924b28730,-54577,9947,-5353,513.98
f180823c23645107b23848e039ca29dd,-7956,0,-3009,143.78
9f45162e42958defccd7143275767206,10142,0,842,85.93
f180823bda3fd6fe8abae1e19bd8385f,-32386,0,0,0
f180724e274f1bdc7296e94848155863,0,0,0,0
f180823e9a936ddcc8815a9776beb16c,-4992,0,0,0
f1807245146b820913ca0e5b1e56d1f1,-5127,0,0,0
14d17ab322544c9b482263ab82d43a21,27010,40625,38,3.55
94046410b3df3513c95d944fab98cbd4,133029,0,1244,106.73
501f5d8383d88bd78b5fef91688bc5e7,11605,2750,53,5.63
c4cc2c42293cf3a99c7c13e4e6f5c735,1829,0,0,0
6c8635299d8698b46440deaff591646f,21147,0,556,53.45
43742e16d5de54d14553fc357e9c8939,3057,0,0,0
d51c5d28a8bc5c9b9926dc215f6e9226,24136,0,0,0
f18082354e6ac0226176d4b3f4665da1,-1003,0,-147,21.55
818cf5a250067c04a87ff1d068d15c46,74,2061,2,0.32
f18072458eab0ded6a4a2698bc7f179f,-37591,0,-1475,139.15
f180724b0e71a6013ccb85b7fe8164ea,-608,0,0,0
f1808239ca6e305bd38faf0b609fa1f0,-53589,0,-4673,456.72
3f5ec7727c0b21f27a512c4dee026abf,1240803,0,132208,902.13
c16564642c506fea8600d74a4b8fac3d,6575,0,0,0
a9738cad3e8d874ec9d119ba0767d824,62851,0,809,0
fd2a551bf4787d3cdd99fd25efb247a6,8972,0,1214,119.21
f18082365a6016fab8c346c93105773a,-22088,0,0,0
f180724a04a11e915c7e4f8552465b4c,-5607,0,-1602,296.27
18d1a75872e188fb748473e870625348,23960,0,4652,453.89
a75eaa8bda0cbca306cd88c640fda86d,15107,11708,1461,154.83
901f039326b6cfa2db06c743ff2eba3b,1277005,0,28378,0
5acb42fa740eb14275231f68311a2c48,17924,0,1885,152.54
543a24f3627b20a2a17041e520048993,43987,0,3967,362.47
f79b21632dd3c8939c0dcde2dffedb82,11270,0,0,0
f180724a1f86537c79aef06f7329a74d,-5029,0,0,0
f180823a83fbaca10dcb8f200840fab7,-48108,0,0,0
9509c5cac6ee39a9ec20fe8a3c4f5721,22051,14644,0,0
f1808238cba4da54d6304085d3f6bdda,-18814,228442,-597,29.97
0d135baf804e60db1b8daba33551e501,140474,0,4776,0
f18082399a06b3299756d9d1b9ce2d58,-21737,0,-1859,255
f1808235479644097f4f0c3bfea37284,-389857,0,-22558,1.02
f18082338ff1f75487719c54ba3d4a46,-19704,45795,-1466,147.9
003e7fcd19e10f5114c29ce4a6997ba0,5731,0,540,75.69
e93994f1163099330b2ed814d562808d,1746,0,0,0
f180724491aa92a29ee6b3ae4582f0e2,-34656,0,-1496,133.86
90b88f8693d738140f8ad3c2c28b33bc,27805,0,356,0
e2abc8992188211ef8aa2bcec8cc7d78,10769,0,0,0
f180724d87c3bd5001b0022b4c6a0d93,-6213,0,0,0
c3a6c365411e839b4e318b94aff55d5d,1062,0,0,0
f1808233ed213b8e2b2878117659387f,-1767,10375,-437,64.25
1f88ec7f2488e1117d67c7b244ea6955,3939,0,873,128.74
f1808238b3a2275e126e775119fc73b6,-5390,0,-416,42.04
f1807244f57361b0c15d89a50d5b9a9f,-8291,0,-1152,0
bf46164265e7481110228e0d28f336de,11109,0,0,0
566f97bcf8fd531c203ed6a5e8089817,20732,0,1,0.14
e072cb4e245bd6e7f15dc858f69fe05c,1572886,0,166003,1298.78
5330e5fd04a0fa0c1337cb68a5f1cb9b,2453,0,0,0
f18082377d71b33e09fc0e299ca18b75,-18097,0,0,0
eac8d0716f728f85e5ef9aef840c1bb1,1273,0,0,0
6053248bda5bc85bb5052bb705fa2665,58542,0,9315,532.53
7635dacccc05551cefc03e1a1fb68b4d,9080,0,0,0
f180823d9e5fbcd9f757229e39d07f8f,-192124,0,-16877,1625.67
f1807240489ab7620bcd6e7480f32cd4,-32943,0,-735,0
f180823ec97475b3444e60c71d62fc5d,-9606,0,-2292,209.12
f180823485d79ed515d3ca64b4418793,-3550287,1401366,-386468,283.15
b85329034693721387dd8127c50fc11a,2667,0,0,0
6a25a0c1c8b328666f4b4965a7d98283,32386,0,0,0
929e972fd27656902cd677c7faebf7bf,204452,0,19629,656.03
898604c5911cc5e5ddac4e911ea057e3,4161,0,1011,146.16
f1807249803ff964cbee6f0c7618273e,-5667,0,-1472,214.47
f180724863728a30a4ce5074eb1a6cad,-50226,2375,-5312,458.77
946e5689feb49fd27466b3ec82609dea,12388,0,1008,201.7
27f6c6e7af7eb79c3308393b7b554cfc,2666,0,231,34.44
3fd47e00c82903f31e8af37240e4bf91,3579,8418,318,0
f1808231d8e17bf13218e671e968871e,-8841,0,0,0
f18072486739d35151098e7f81903a7f,-31570,0,0,0
f180823994198eef41ee341c741e0699,-74551,0,-6242,19.34
f18082353b3ba959ec13583461fa89d7,-44226,0,-2968,290.47
f8f8eb354de02346c05e0fa827dad526,130485,93682,9056,0
f18082381f5284c1efa8916e872da032,-10792,0,0,0
a1f4bd34990f6e81c3cc05f8e083014d,5931,0,578,57.01
f180724527e9cc9ac1ae53584a1f0e15,-15521,5126,-2687,389.27
eab107299cb3a0caa1da0d826e257a08,5351,0,534,52.19
fa82b1013fe58552ed5128aea0f5f812,26152,0,2661,239.6
f180724e1cbc4404dd8738419696bd16,-52534,13169,-3427,343.12
f1808234d9a403de08d27011b9a6555d,-7355,0,0,0
9a01a8d9d53e84a935cb7abef62ad01b,58915,0,4488,173.52
56ecf51d74cadc8465b4e55fd571945f,32162,0,2950,183.91
fb8142c7c3089f4d680692f0baf394b0,4554,0,0,0
e90b1c3b6a3667b5c2c7d47daa805e9e,6727,1646,0,0
0d37dbeeb31687df0ac7469d86e5a0d0,262469,107699,30000,377.05
d61ae1fd0e229703ed8a2abdbc22d888,30097,0,0,0
f18072478dbdc8a50b575e83221e0b2b,-10304,0,-690,66.24
caece3b46de110c03df3537dff830d58,9590,7078,997,142.1
0c0f397728b7aa397f62ab0420653e10,3185835,0,70961,0
f180724619ca841ee5dba0ff820b5843,-42085,0,-638,66.31
7590deb8871805e433f52e8acfc0225e,5858,0,0,0
7ff3bd708a7a34ad31d61983b1a4422c,38011,0,0,0
f1807245d15437e595f39d3eb7544952,-35044,11065,-5362,540.04
f180823d02ab0aed348ee632d821220b,-53442,0,-10824,0
f18072491d15a6041f1d6a61c04a6851,-9692,0,0,0
f18072433cd3a6fce274870f2f550b72,-6274,0,0,0
fc69ea53d777648170f2c60e0ff7f749,20840,0,0,0
f1807243b6953a5562d7542ffb6c377d,-1118,0,0,0
f1808230f187a014198a2ebb82151eb1,-10339,23518,0,0
f18072434f2d4431b7db25cd660b098a,-79090,0,-3319,201.4
f180724c292dd60de7ca44bc7f90d5a9,-5288,0,0,0
aa78648bc3ad6df683c8d8cb4ca1a174,28509,0,0,0
f180823dc7baf4178daa23a0f3996d96,-9975,0,0,0
ac814774d0fafa5f8271fa4e97db1881,2668,0,0,0
62558fd153e9d0493cb10bbadfe43996,463646,0,40551,354.04
f180823a8b8c10cad4fef1cb29cab345,-28528,0,-1906,6.78
1c9762e363573eba43d972708e439aa5,14576,0,1117,159.62
f180823db9c966b053fdf362e8c8c71d,-22800,0,0,0
f213e39b98b186f889f316e8cfd5cafc,377,0,0,0
ad1fa07751841dfc03d1e5d847f6914d,168744,0,0,0
6fa0a5886780de9bfdf1ea2953423e47,1240756,0,123925,224.11
aa451d8c32c9895ae258f91525e8563c,27030,11296,2704,275.62
f1807249d5fde7cbb1d1bf90ce4cb4fa,-17405,0,0,0
f18072422611bdfd45a521a87c515ae5,-60300,0,-7457,747.93
7c162ca3e5f9413a59c8b95ce2b1b7a0,29034,0,0,0
f180724d9df7e71a3b2c8377876e888f,-12231,0,0,0
f1808236f8f25a2bfae3a6a223688156,-1999,0,0,0
7f5da8cb377d2a54b9f633fcec84a8d3,2226,4646,0,0
f1808236ea9302d3921af7d1a54bdf57,-67551,0,-17336,1682.5
14415f9424354db507c37ac12420c885,822,0,0,0
32f31328942fd8334fd5dd4a7994da01,9096,4956,1637,241.06
571e0637f5489821ee6ef868982268d5,11510,0,659,85.99
f1807242b382ba7ef9f48adf5d6caffd,-4970,0,-339,33.61
f1808239304c40d65d2695d4f055a3d5,-34988,85199,-1915,86.99
f180724c938160bc4c7cdd2b03b95d7d,-7981,0,-80,0
f1808230cebd224552af4545db950870,-23543,71975,0,0
22b37285381e9e4b8d11ac89fb55246c,131152,0,10107,0
f180724f2a91aec2db8579dbf64706dc,-23327,1295,-1953,194.39
372249c3d546bafb6c422cdc9f188fea,1976,0,0,0
f180724aee8aa9bcd9ae75960e1bba1d,-7053,0,-577,0
5685fa80257f4bc0b570c5851e2d0773,35751,0,1621,0
f1807247e7edd84256885c4dc53778d0,-12963,38847,-418,0
a199a65d6352d95ad529796a4b549cf6,17478,0,2318,268.88
b1f26578b20fad578ac496c3bab06131,30770,0,2659,237.87
f180823ec7d7b07f83fa13c36126544e,-1021,0,0,0
f180823eb3f3d81124e6bee0efd8648f,-4406520,1337056,-507598,688.62
f180724f39d32848264663fc546088f5,-25531,0,0,0
f1807249a0496da0ef4a81c51856802a,-56429,0,-5352,521.89
f1808239d6ada1917a9147adb410d461,-75671,0,-5921,578.38
6387c26e46420e2d07cd36fcdd978fd2,25792,0,172,19.72
f18072477d14768a47507ff4719fe6f6,-10960,0,-1587,35.47
f18072465049b30f5941ef38b32310c1,-42484,0,-5077,70.45
f180724d5ca5986a3db70517dd5fb302,-32795,0,-1815,164.03
0ac5e445028a5b8069e5cb38282004a8,5259,0,1269,185.05
f18082302f1bc2cf106817fb150c4e6a,-649,0,-30,2.98
f18072465689df0eabf3051245467398,-10614,0,-982,98
0b855957a91fb45de9333c28f2eaeeb6,77098,0,7368,727.49
72f39d4268a4d38bfacab9c94bfc4842,1483590,0,204152,146.86
cfa6b3ff9e3dab41a580166b5b16093b,5389,0,1726,247.34
dcd86b677d89401bbb6f957c1c20a399,5563,0,1195,173.21
f18072461ca9007fa039f4fc493c4c08,-22509,0,-2024,94.91
f18072461bf5131c84ccfb180487a27a,-262521,0,-21839,642
f1807246f278ae90c949097eacfcd785,-3519,9463,-378,55.75
f180724ce1a9ce348e9df246d8ef960f,-2231,0,0,0
f180823fbfb89dab2a5c2567efbd0131,-20792,0,-2679,168.65
f18072422f123d1ee5bc30ac824694eb,-4251,0,0,0
98f37df48612158caf1f23b84d0b6ad3,1563319,0,17616,0
e3452e8ca17ea8ff80df5db0074c4dd3,60109,0,3789,374.45
85ccc8433656c52e960e79f0f5e40de6,7783,0,675,89.68
7fcb9eec672891706c8cd22b91992407,6372,0,396,57.9
89d1a61df5fbaa9b89651bea944cf434,124073,0,8,0.82
4f696260bc95ee45b9984f662d3fb84e,18123,0,0,0
3fb1102a1120ecc9f6cef31e046052bf,5106,0,0,0
7f3444e4831c5da5d2fefc2fc4dd90ec,18884,0,3483,355.77
f180724107c4bf831da4a377dd741d0b,-8780,0,-1927,282.2
2ce34a4bb1d04982f84346feeb2e4f3b,4927,0,0,0
f180724108bcc46a1dd8347f5ed3eaf4,-175984,0,-18239,329.74
f180823e1ea0597bbad7bfd95adf1c71,-15110,0,0,0
bc777ee2431e8ce7321152b233a005ee,16949,0,4291,413.78
147b573827c1af6816ce146106f4166d,3152,0,0,0
f1808237e03a06d39acc2e3177a919d6,-2769,0,0,0
f18082323ae53947320984e52595e079,-1863,0,-376,54.35
f180724559a72590eb69f5d35299acf6,-5888,0,0,0
f180724491bef58ad5bd435ed07269bf,-37854,2861,-3212,317.69
f18072422bb2513094fea1702fa0f7c7,-5666,0,-987,140.88
6a3e441221d771f54c8f26018ae4b103,6898,0,620,62.12
f1807246b300b420771a6f8842a14874,-1930,0,-142,20.78
f0d79af34b9e2c6a7fc231433f3da52e,5096,0,0,0
f180823e3ec350cc9c4c29c6a925932c,-10878,0,-1758,250.5
92d24ae5d19d6fc598d0aea9c3d27b6f,29353,0,0,0
f1808233d78bfdc98f859ab92bd93ee7,-7792,0,0,0
a7c4143516fe1d03f1ad10103f481b3a,7433,0,0,0
f180724a3f005c0e3f91cc166d05ea5f,-243197,0,-28596,431.03
f180823c687aef4ff2813da803d4270e,-2882597,976731,-382647,0
f18072452d7aae32eef8d5c2af8bf7e8,-4600,10341,0,0
8f5f6f6e5e6284fca5bc30c11ed29e01,14716,0,0,0
5c50e57d9984f1c81c3cfafc52a83f22,18559,0,1929,186.97
9ed8b207ac207953a0508ca755dec623,135403,115366,13739,1218.14
f180724a2f9797aacee69c67de2384ad,-295364,0,-38072,154.3
3f4e986135347578843b8af2100cbeb2,9572,0,1133,117.65
974b25a618495be7cb125dd152c2018d,19327,0,2397,211.87
e0ef56a731c259c6183b0d68275cc57e,4674,0,0,0
58c5b77df784e412a06ecbec07ed68a0,374684,0,39064,0
6bc77d177230ac144c94a450393cdaf5,4076,0,841,107.77
f180724c78d3997a68d717cda5f0e400,-870580,0,-109135,0
209aff2423b57b6397ef003868c6f51a,5582,0,688,65.51
a8146575b5250126bbf358edc7b1d18f,36246,3737,3121,307.68
995158352ec9ea4abfa0ef3b4a003c56,29990,0,0,0
b9e4cfa919ba80bed32f05f96acff36c,585608,0,33439,0
f18082364c45656395706bdfadd94198,-6206,2238,-738,0
1ebe4b3af4bdda2136de9cef108d53ff,24402,0,2550,247.05
f1808234e18336b8fb49715b1185b556,-8548,14995,0,0
49913f01f0e124489d71623dbb95ecd8,21517,5477,0,0
f1808232ab4f42b7c4e44335836d46c4,-26274,0,-2073,178.68
f18072416ff60412e4119d2e82f09156,-6181,0,0,0
f18072437a0d112aa8d4f40b938a5b68,-15643,0,-2680,386.28
19d065827e41b50e0f40511c2196fb53,59430,0,2722,240.05
f180724f564cca7908860143574e5228,-604,0,0,0
2c8b68dd43678484e6be36af517d5806,1460,0,118,17.39
f180823f57ca8a4c893c29f1b2f64f01,-14322,13371,-538,51.86
f1807248e2cff885c759f121b466d462,-12156,0,0,0
f1807245620b5bf0a0fe8e61c9a0407c,-3097,0,-566,83.17
f18072461ef6aebb946f3ff57f79eb9a,-2683,11189,-469,0
52b7f885d839a54f6c0f2e0e315260af,8338,0,643,12.82
f180823ecbdf432a7478847b5af3f667,-2793,0,0,0
f180823fa82b1013fe58552ed5128aea,-26152,0,-2661,239.6
f1807249e4ee2178beb5a3fd64210113,-4619,0,-1286,138.68
f1807249f482757976562c0566c593b1,-3430,0,-629,92.26
f1807243c0726409aa739215c00ede89,-32889,0,-5569,617.81
f18072474c131effdac9e00371bbb4e7,-8491,0,-1034,151.11
9c9d8de40aee618b75f36e9b0f0586b6,3381,0,0,0
2e8bed0116edb708a2f31b4c6cd71a80,463,0,0,0
44fec0c13f5fecf593f3bdf7456fcce8,963288,0,54281,0
f180724c136bb13ae45bccc0f90d8f61,-43358,0,-6617,682.82
82549986acf64df6523cd2618c404985,58007,0,4576,0
ff0ba14787dc2cd65362db505bc41404,20656,0,0,0
f180724149810fe6b2f0e87d7c78b6f6,-9554,183321,-797,113.6
b6896913e99f3f723e1e40b2d1e07987,11418,0,0,0
d29c2c54acc38ff3c0614d0a653813dd,4660,0,0,0
f1808231885a22cd4b7812c079c5b5fd,-338023,0,-31362,711.2
f18082344348c529f55db713d0008720,-2882597,976731,-382647,1015.63
f18072422ed45eb0605bfc9d6d4b9172,-3323,0,-659,0
f1808238509258fc6e13e8b44cc6d61b,-683,22813,-21,3.07
c23645107b23848e039ca29dd147a930,7956,0,3009,143.78
ed237e6c08ff811ebe4679acba0aaa84,17287,0,838,78.63
f180724a52f251b45f64f7534d6717dc,-3475,13748,0,0
b91edf9771030918189871effa261fdf,2838,0,477,70.88
3d5e902bea9a67154daa0b5dbe25f113,16830,0,2715,353.41
9781c96a158b06ec2ff576ed9b4d6e47,98217,0,8473,316.88
f1808231375629956ae637a4ca504d66,-32697,0,-5743,562.44
f18082362558fd153e9d0493cb10bbad,-463646,0,-40551,354.04
27d4746cd5141a0e42a831c808f5671c,4746,0,601,60.79
5c8c99f8ab739e3d1c20ea55194fa52f,20680,0,1740,81.61
f180724aab54d7f2d1f9b0c41e2d80a9,-352085,0,-48713,507.11
5dc23aeebdd93cb9e8e9b325bc9989ba,12055,0,0,0
428b6af5d8ee6a308eff046a834236d2,3583,0,488,69.65
1ddb15b70a8807ca9363c805f3950903,2050,0,135,14.41
f1807241da648eec1f80913f61e4c3ce,-6903,0,-520,20.01
5c7d19d134fdf6ac3e8c47a40fc09f39,2502,0,0,0
f1807245e2e1023e749986304073add6,-474070,0,-34834,0
f180823aeaa9ce805aae9e14b6abf583,-12247,0,0,0
f1807242b1eb9c765013acf5926011c7,-1976,0,0,0
f1807244e09018d9a04867647a2a6ab8,-36045,0,-4913,703.32
4cfece0cf49d1bdd58b687fe099fc9ab,6207104,41532,558120,484.35
2d9d0546d83c60ed3d5728d744d65c40,19593,0,0,0
f18082337a0d112aa8d4f40b938a5b68,-15643,0,-2680,386.28
f180823b4f75bbe4e21b6ff4074012ee,-54647,0,-2688,248.86
f180823a9ed06b84a89c30cfc539a2ff,-2189,8237,-143,26.6
3f8aa32d7e22a0817824d0f5bc9ae282,34327,85287,1340,132.98
f180823b080187d8a482de6aef68c6ce,-94571,0,-3811,198.3
959bf67c37470a5d4644a57f8107908e,6836,0,0,0
096a4bde168c41246b15ea356d33058b,651,0,84,10.73
d2e4c7a04d474a0b2fea6e90af0f9385,1743025,0,106161,760.66
007a80f8808fdc58e43ff5550a39dc62,4538,0,1012,151.19
d4691ace3871a855d26657ca2fe523da,46398,0,4215,405.08
27100f92d61c04cd0f3129db27260373,19820,0,1795,176.9
f180823878f44323a4e00e08e0c3e6f4,-23256,0,-4112,0
f180724866f9353835a3dde1b4e77fb4,-1267162,0,-202871,237.86
b2a14fa65df504d03e950e869084a573,3889,0,0,0
ad10bbcab101aac39eee83fe230bf22b,21976,0,2906,0
d029b409297fc8b2cc868fbdd2d8fabf,5530,0,0,0
bba03439a292a1e166f80264c16191cb,1584,0,0,0
128c548c2351b8798ef9d7e6c245c254,1705,0,0,0
add1bc8783e49475390558e859ba193d,57462,0,5119,501.13
f180724df8a494d7855e437b02eb47e4,-2435,0,0,0
f180823022f047feca4374d5ee8152af,-3428,0,-645,94.68
f1808238f1aedf66b42c4d7edbbe61e5,-19090,0,0,0
509f1ef807451c89caf1430f4a31ea80,4028,0,0,0
f180823179ca695a7c17cd3eef71d5e3,-6810,0,-896,87.38
f1807242a81e4d4c6f8d422d60d00fb2,-5229,0,-443,65.55
f1808230284068dc17b8051bb8603e27,-17559,0,-3749,374.43
f1807244ad8a13fc8a63aa1fadc7b550,-2882597,976731,-382647,654.17
38204a8719263fb85ad0362458089d94,21762,0,1500,145.72
f180823d96c781b346d5e612a9893172,-9654,0,0,0
7151df111e58cd696f7698cd5df24dc2,4536,0,0,0
f180823e46bb9a2dc590624ecd7c29e2,-5742,0,0,0
f18072492857f88c0e1c54124846d128,-56327,8997,-10555,133.64
aad10bef6fc7dc590fa5cce586546ac4,30687,0,2552,273.93
f1808232c757eadda13b12e0e4687702,-38336,0,0,0
f1807249115af72b3e58f7b2ba5a0ca0,-155107,14848,-2937,68.21
f1807241750ff82243c6d40619ffdce3,-26228,0,-2296,216.62
b66e9c3755452a745e8dacf44fd91c03,15206,0,0,0
f1808234d4aec73496de46b37025bdd6,-19380,1103,-1543,223.31
abdce33b3fac5d4d43eb1516319fa9af,2503923,475413,313018,0
746ac42095ba42368eeb3874feab7072,99371,0,9625,828.7
cbc03279ac46b592e9e51b5cfd1e18b1,21478,0,2356,200.64
f1807249ddc49f316ee053ede5fc50ce,-11591,0,-974,0
f1807243b701f623bf603fa27e454fcb,-3231,0,-354,51.96
3f5dd5d7851ec4075ea3086b629cff68,27634,12554,4021,364.18
f180823a3fa4b6f77a279f1eca2336a8,-85212,948012,-13324,995.12
2eaab8517692cd394ad34a0ef4d5a382,12163,0,1966,290.25
313ff82d379b1188a593063e648ad20a,30807,0,1771,0
f18072479a71ab577e6211fded6ae4fc,-334821,0,-43475,793.1
f180823719e45f33da890de9b4de5cbc,-5924,0,0,0
f180823f2368dcba86385b65e6209abb,-44201,164984,-4076,60.18
f1808235c7d8747409bc8ebbc48f4a9a,-2738,10146,0,0
e29c9b531f1e49320ef67f46cae4941e,8367,0,0,0
